2016-05-05,Jakarta,0833991387850,0
2016-05-14,Solo,0833200006214,0
2016-05-10,Balikpapan,0833473289065,1
2016-05-09,Balikpapan,0833603329202,1
2016-05-19,Bengkulu,0833361885153,1
2016-05-08,Padang,0833666074540,0
2016-05-16,Balikpapan,0833872380154,0
2016-05-03,Bandung,0833023812496,1
2016-05-02,Surabaya,0833273118450,1
2016-05-18,Solo,0833141498394,0
2016-05-14,Jakarta,0833136468512,0
2016-05-11,Semarang,0833511911815,1
2016-05-18,Bandung,0833030857402,0
2016-05-08,Balikpapan,0833699064859,0
2016-05-19,Jakarta,0833830274629,0
2016-05-29,Solo,0833654574115,0
2016-05-19,Medan,0833287108543,0
2016-05-16,Balikpapan,0833495260205,0
2016-05-11,Semarang,0833801033935,0
2016-05-02,Medan,0833386374386,1
2016-05-12,Solo,0833487944180,1
2016-05-12,Semarang,0833785823063,1
2016-05-20,Solo,0833831543985,0
2016-05-02,Bandung,0833916162700,0
2016-05-29,Bengkulu,0833085116797,1
2016-05-27,Balikpapan,0833833491716,1
2016-05-29,Balikpapan,0833027473341,0
2016-05-03,Surabaya,0833866174340,0
2016-05-14,Bengkulu,0833025458609,1
2016-05-01,Padang,0833048372853,1
2016-05-27,Semarang,0833349323083,1
2016-05-21,Bengkulu,0833128310525,1
2016-05-28,Balikpapan,0833675141696,0
2016-05-19,Bandung,0833878471184,1
2016-05-30,Bengkulu,0833948198118,1
2016-05-15,Padang,0833676210898,0
2016-05-20,Balikpapan,0833918744572,0
2016-05-14,Bandung,0833335622820,1
2016-05-12,Bengkulu,0833548238387,0
2016-05-01,Balikpapan,0833994921494,0
2016-05-08,Medan,0833925608535,0
2016-05-25,Padang,0833734005900,0
2016-05-08,Medan,0833360544846,1
2016-05-18,Jakarta,0833880829809,0
2016-05-06,Solo,0833170806279,1
2016-05-14,Jakarta,0833398623464,0
2016-05-19,Solo,0833356680227,0
2016-05-23,Solo,0833923665830,0
2016-05-24,Semarang,0833389318753,1
2016-05-09,Balikpapan,0833294368589,1
2016-05-21,Jakarta,0833317663186,1
2016-05-17,Padang,0833579309310,1
2016-05-01,Semarang,0833908197582,0
2016-05-20,Bandung,0833706687215,0
2016-05-09,Bandung,0833785242924,0
2016-05-10,Padang,0833205713944,1
2016-05-03,Balikpapan,0833416174296,0
2016-05-30,Semarang,0833452930809,1
2016-05-11,Padang,0833080567902,1
2016-05-25,Solo,0833857261944,1
2016-05-27,Medan,0833475400641,0
2016-05-23,Semarang,0833321753435,0
2016-05-09,Bengkulu,0833849229068,0
2016-05-02,Surabaya,0833432463640,0
2016-05-21,Solo,0833073188748,0
2016-05-05,Bandung,0833650152705,0
2016-05-12,Bandung,0833729692994,0
2016-05-28,Jakarta,0833797246329,1
2016-05-23,Padang,0833058075585,0
2016-05-03,Bandung,0833911383311,0
2016-05-03,Medan,0833958270463,1
2016-05-11,Medan,0833144543925,0
2016-05-10,Surabaya,0833003103606,0
2016-05-29,Jakarta,0833727805622,0
2016-05-04,Medan,0833906761731,1
2016-05-18,Balikpapan,0833563256105,0
2016-05-10,Medan,0833071117233,1
2016-05-08,Bengkulu,0833050589924,0
2016-05-04,Bandung,0833667588435,1
2016-05-11,Surabaya,0833934892891,0
2016-05-23,Surabaya,0833965036971,1
2016-05-22,Balikpapan,0833232112329,0
2016-05-18,Jakarta,0833812024791,1
2016-05-10,Semarang,0833039446810,1
2016-05-03,Padang,0833049407388,1
2016-05-17,Jakarta,0833642930461,1
2016-05-17,Surabaya,0833272141872,1
2016-05-11,Surabaya,0833867922310,1
2016-05-06,Padang,0833193963203,0
2016-05-10,Medan,0833052852358,1
2016-05-07,Semarang,0833881882559,0
2016-05-24,Padang,0833123556831,0
2016-05-03,Bandung,0833390812505,0
2016-05-19,Bengkulu,0833499481849,1
2016-05-02,Semarang,0833610994189,0
2016-05-06,Semarang,0833666119111,0
2016-05-23,Balikpapan,0833659129222,1
2016-05-24,Solo,0833359377997,0
2016-05-08,Medan,0833455187308,0
2016-05-16,Jakarta,0833263659419,0
2016-05-07,Surabaya,0833140155381,0
2016-05-08,Solo,0833084588755,1
2016-05-16,Bandung,0833334325257,0
2016-05-27,Surabaya,0833067035536,0
2016-05-29,Bengkulu,0833447682101,0
2016-05-12,Bandung,0833744256111,0
2016-05-21,Jakarta,0833953711728,0
2016-05-10,Surabaya,0833951637405,0
2016-05-18,Jakarta,0833033767966,0
2016-05-22,Padang,0833829957663,1
2016-05-28,Padang,0833990950273,1
2016-05-27,Jakarta,0833040061196,1
2016-05-06,Jakarta,0833312531506,1
2016-05-09,Semarang,0833053945580,0
2016-05-13,Surabaya,0833266616517,0
2016-05-05,Semarang,0833599479182,0
2016-05-17,Medan,0833562309169,0
2016-05-24,Solo,0833115853190,1
2016-05-01,Medan,0833540117714,0
2016-05-15,Balikpapan,0833282627518,0
2016-05-06,Padang,0833308632499,1
2016-05-30,Bandung,0833932704699,0
2016-05-02,Bengkulu,0833008407716,1
2016-05-15,Semarang,0833475207400,0
2016-05-30,Surabaya,0833816839242,0
2016-05-17,Bandung,0833187337513,1
2016-05-14,Solo,0833319075910,0
2016-05-16,Surabaya,0833393123495,1
2016-05-06,Bandung,0833563131949,1
2016-05-16,Padang,0833791366235,0
2016-05-21,Semarang,0833709488729,1
2016-05-08,Bengkulu,0833375778659,1
2016-05-10,Surabaya,0833503871692,1
2016-05-16,Surabaya,0833340648309,1
2016-05-16,Solo,0833244590840,1
2016-05-19,Surabaya,0833828245356,1
2016-05-17,Balikpapan,0833104167065,1
2016-05-18,Jakarta,0833184235109,0
2016-05-20,Balikpapan,0833275339135,1
2016-05-19,Solo,0833598924328,1
2016-05-19,Medan,0833165032023,1
2016-05-14,Bandung,0833600534684,0
2016-05-17,Jakarta,0833683769017,0
2016-05-18,Bandung,0833187273620,1
2016-05-01,Semarang,0833633732037,0
2016-05-23,Surabaya,0833346576535,0
2016-05-15,Surabaya,0833626391782,1
2016-05-29,Bengkulu,0833558843017,1
2016-05-06,Jakarta,0833929731850,0
2016-05-25,Padang,0833493722243,0
2016-05-21,Surabaya,0833777453938,1
2016-05-19,Jakarta,0833205741613,1
2016-05-10,Jakarta,0833486006106,0
2016-05-27,Padang,0833880933515,0
2016-05-13,Medan,0833699691461,0
2016-05-25,Solo,0833787682087,1
2016-05-19,Surabaya,0833961679926,1
2016-05-07,Jakarta,0833200121859,0
2016-05-10,Semarang,0833275659644,1
2016-05-30,Solo,0833013164694,0
2016-05-22,Bandung,0833654952004,0
2016-05-14,Surabaya,0833168969156,0
2016-05-02,Solo,0833108646972,1
2016-05-01,Surabaya,0833508073586,1
2016-05-30,Semarang,0833386739347,0
2016-05-26,Surabaya,0833181192260,1
2016-05-22,Bandung,0833866757021,0
2016-05-25,Medan,0833612678409,0
2016-05-05,Semarang,0833247092058,1
2016-05-28,Bengkulu,0833801123866,0
2016-05-08,Balikpapan,0833764669848,1
2016-05-08,Balikpapan,0833350839319,1
2016-05-08,Padang,0833269477115,0
2016-05-27,Balikpapan,0833097105723,1
2016-05-02,Medan,0833317084244,0
2016-05-27,Surabaya,0833516565463,1
2016-05-18,Balikpapan,0833480664903,1
2016-05-08,Balikpapan,0833907402809,1
2016-05-13,Bandung,0833524303825,1
2016-05-04,Medan,0833024755386,0
2016-05-28,Bandung,0833443772214,0
2016-05-20,Jakarta,0833021599135,0
2016-05-02,Padang,0833343891031,0
2016-05-08,Jakarta,0833450099466,0
2016-05-15,Semarang,0833584674814,0
2016-05-10,Semarang,0833581981699,1
2016-05-12,Bandung,0833997781826,1
2016-05-15,Padang,0833629582331,0
2016-05-14,Bengkulu,0833840367438,0
2016-05-17,Padang,0833365798570,0
2016-05-21,Bandung,0833685889630,1
2016-05-01,Bandung,0833339730531,0
2016-05-17,Jakarta,0833461379604,0
2016-05-20,Balikpapan,0833489416358,1
2016-05-27,Padang,0833772504104,1
2016-05-09,Bengkulu,0833159320139,0
2016-05-09,Semarang,0833829622619,1
2016-05-05,Semarang,0833094246128,1
2016-05-21,Semarang,0833687109164,0
2016-05-15,Padang,0833493247861,0
2016-05-16,Medan,0833199823641,1
2016-05-26,Bandung,0833549120959,0
2016-05-22,Bengkulu,0833540512669,1
2016-05-09,Balikpapan,0833647329400,0
2016-05-07,Balikpapan,0833912384880,1
2016-05-09,Bandung,0833122119050,1
2016-05-30,Jakarta,0833974394197,0
2016-05-21,Bengkulu,0833538600662,1
2016-05-17,Semarang,0833552924830,0
2016-05-12,Surabaya,0833324327970,1
2016-05-01,Balikpapan,0833172616284,1
2016-05-29,Semarang,0833172831854,0
2016-05-03,Jakarta,0833534548682,1
2016-05-12,Bengkulu,0833444869397,1
2016-05-30,Bandung,0833730032599,0
2016-05-09,Padang,0833998107134,0
2016-05-08,Semarang,0833218550629,0
2016-05-17,Jakarta,0833543562595,1
2016-05-26,Medan,0833863731217,0
2016-05-12,Bengkulu,0833119665368,1
2016-05-30,Padang,0833384686515,0
2016-05-28,Solo,0833621625280,0
2016-05-25,Padang,0833732780490,1
2016-05-07,Solo,0833107744840,0
2016-05-25,Bengkulu,0833898919654,0
2016-05-30,Padang,0833987716512,0
2016-05-19,Balikpapan,0833399538861,1
2016-05-05,Medan,0833483761312,0
2016-05-23,Medan,0833246988943,0
2016-05-25,Semarang,0833641529668,0
2016-05-21,Balikpapan,0833441549996,0
2016-05-07,Semarang,0833592107595,1
2016-05-14,Bengkulu,0833168312048,0
2016-05-25,Semarang,0833855764806,1
2016-05-17,Semarang,0833534710662,0
2016-05-08,Solo,0833790854847,1
2016-05-26,Jakarta,0833010382506,0
2016-05-21,Surabaya,0833364577298,0
2016-05-27,Semarang,0833806762318,0
2016-05-11,Padang,0833858758625,0
2016-05-10,Jakarta,0833312190025,0
2016-05-27,Bengkulu,0833272414323,1
2016-05-16,Jakarta,0833134369923,0
2016-05-26,Padang,0833164449856,1
2016-05-18,Balikpapan,0833629220330,1
2016-05-27,Surabaya,0833728280958,1
2016-05-06,Solo,0833245445976,0
2016-05-30,Semarang,0833413466893,1
2016-05-30,Padang,0833382739173,1
2016-05-17,Semarang,0833103022225,0
2016-05-12,Padang,0833456983180,1
2016-05-28,Bengkulu,0833073389694,1
2016-05-10,Medan,0833201836963,1
2016-05-16,Balikpapan,0833597750393,0
2016-05-23,Medan,0833138089937,1
2016-05-11,Semarang,0833117491851,0
2016-05-27,Semarang,0833439109298,1
2016-05-25,Balikpapan,0833021429797,1
2016-05-30,Medan,0833956747543,0
2016-05-05,Surabaya,0833525644597,1
2016-05-02,Solo,0833518640005,0
2016-05-21,Balikpapan,0833263980424,0
2016-05-21,Solo,0833613956646,0
2016-05-29,Jakarta,0833433861893,1
2016-05-09,Surabaya,0833773500374,0
2016-05-18,Balikpapan,0833007528278,0
2016-05-22,Balikpapan,0833656462421,0
2016-05-28,Semarang,0833474846819,0
2016-05-27,Surabaya,0833698965988,0
2016-05-13,Bandung,0833831326891,0
2016-05-18,Balikpapan,0833051507450,0
2016-05-04,Bengkulu,0833065356592,0
2016-05-08,Jakarta,0833207935575,0
2016-05-18,Bandung,0833712847884,1
2016-05-22,Medan,0833106585250,0
2016-05-21,Medan,0833553413915,0
2016-05-21,Bandung,0833126495988,0
2016-05-03,Padang,0833241258595,1
2016-05-01,Medan,0833837181784,0
2016-05-26,Bengkulu,0833527957132,1
2016-05-18,Bandung,0833447837324,1
2016-05-24,Jakarta,0833151154034,1
2016-05-02,Padang,0833804874208,0
2016-05-15,Solo,0833705439199,1
2016-05-23,Medan,0833110816131,1
2016-05-24,Bengkulu,0833707409595,0
2016-05-09,Medan,0833322597445,0
2016-05-25,Bengkulu,0833226725288,1
2016-05-24,Balikpapan,0833698252415,0
2016-05-15,Jakarta,0833478081739,0
2016-05-10,Semarang,0833594725642,0
2016-05-17,Bandung,0833069234292,0
2016-05-06,Medan,0833222436581,1
2016-05-05,Medan,0833249434431,0
2016-05-12,Padang,0833465884327,0
2016-05-20,Semarang,0833368547998,0
2016-05-10,Jakarta,0833331289452,1
2016-05-16,Semarang,0833588466877,1
2016-05-14,Surabaya,0833240591162,0
2016-05-12,Padang,0833485532854,0
2016-05-10,Jakarta,0833618013105,0
2016-05-06,Surabaya,0833203912299,1
2016-05-16,Balikpapan,0833161753201,0
2016-05-06,Semarang,0833704958677,1
2016-05-09,Bengkulu,0833290076951,0
2016-05-03,Balikpapan,0833813853913,0
2016-05-05,Medan,0833900467966,0
2016-05-13,Semarang,0833876597631,1
2016-05-06,Padang,0833461678568,0
2016-05-21,Bandung,0833689426903,1
2016-05-23,Bandung,0833032406768,1
2016-05-13,Padang,0833025976010,1
2016-05-05,Balikpapan,0833005256650,1
2016-05-28,Padang,0833027159362,0
2016-05-24,Bandung,0833527317716,0
2016-05-11,Solo,0833508594384,1
2016-05-18,Surabaya,0833932566760,1
2016-05-09,Bengkulu,0833084948182,0
2016-05-17,Jakarta,0833964733617,1
2016-05-13,Balikpapan,0833486278031,1
2016-05-27,Padang,0833028403540,0
2016-05-08,Semarang,0833396172811,0
2016-05-17,Solo,0833775787147,0
2016-05-06,Balikpapan,0833283369335,1
2016-05-25,Semarang,0833002193734,1
2016-05-02,Jakarta,0833030058273,1
2016-05-30,Surabaya,0833194622797,0
2016-05-15,Bandung,0833149227388,1
2016-05-17,Surabaya,0833392015949,1
2016-05-21,Balikpapan,0833365373895,1
2016-05-08,Semarang,0833661704650,0
2016-05-05,Balikpapan,0833366560094,1
2016-05-10,Padang,0833392544043,0
2016-05-26,Bengkulu,0833015830601,0
2016-05-28,Surabaya,0833042429872,0
2016-05-02,Bengkulu,0833871587642,0
2016-05-06,Surabaya,0833066045638,0
2016-05-27,Solo,0833712308478,1
2016-05-16,Jakarta,0833125411567,0
2016-05-23,Padang,0833643027726,0
2016-05-28,Padang,0833600146841,0
2016-05-17,Solo,0833002440194,1
2016-05-30,Bandung,0833068353274,0
2016-05-07,Bandung,0833902889089,0
2016-05-13,Jakarta,0833017207907,0
2016-05-06,Bengkulu,0833550635513,1
2016-05-30,Padang,0833542284948,0
2016-05-05,Solo,0833740766839,0
2016-05-02,Bengkulu,0833388645589,0
2016-05-07,Padang,0833507712411,1
2016-05-29,Jakarta,0833694053787,1
2016-05-01,Balikpapan,0833493935921,0
2016-05-01,Bengkulu,0833981862319,0
2016-05-30,Surabaya,0833375902087,0
2016-05-26,Bengkulu,0833596511301,0
2016-05-25,Surabaya,0833384217826,1
2016-05-07,Surabaya,0833262605167,1
2016-05-25,Padang,0833759371634,0
2016-05-09,Bandung,0833804396040,1
2016-05-04,Bengkulu,0833462334009,0
2016-05-14,Bandung,0833678504265,0
2016-05-28,Solo,0833988024307,1
2016-05-19,Jakarta,0833295982690,1
2016-05-09,Medan,0833906575604,1
2016-05-21,Bengkulu,0833448667330,1
2016-05-05,Surabaya,0833933537358,0
2016-05-19,Bandung,0833516217098,0
2016-05-30,Bengkulu,0833279422647,1
2016-05-04,Surabaya,0833699485610,0
2016-05-11,Padang,0833537778519,0
2016-05-15,Balikpapan,0833145908465,1
2016-05-18,Padang,0833151249415,0
2016-05-03,Semarang,0833699695531,0
2016-05-19,Solo,0833242107100,0
2016-05-22,Balikpapan,0833362343496,1
2016-05-11,Jakarta,0833629159550,1
2016-05-17,Balikpapan,0833990110339,0
2016-05-07,Surabaya,0833972356390,0
2016-05-26,Surabaya,0833447144233,0
2016-05-26,Bengkulu,0833829263320,0
2016-05-18,Solo,0833606774511,0
2016-05-24,Balikpapan,0833113725508,1
2016-05-21,Bengkulu,0833090636276,1
2016-05-18,Bengkulu,0833797279563,1
2016-05-02,Semarang,0833105011835,1
2016-05-29,Jakarta,0833945800063,1
2016-05-18,Semarang,0833377328533,1
2016-05-13,Bengkulu,0833508680695,1
2016-05-03,Jakarta,0833757148557,0
2016-05-23,Bengkulu,0833376773933,1
2016-05-06,Semarang,0833069052890,0
2016-05-14,Medan,0833015273271,0
2016-05-01,Surabaya,0833391934235,1
2016-05-20,Surabaya,0833281383661,0
2016-05-29,Jakarta,0833676029226,1
2016-05-11,Semarang,0833215147352,0
2016-05-18,Surabaya,0833583924824,0
2016-05-07,Surabaya,0833191905291,1
2016-05-02,Bandung,0833910004204,1
2016-05-03,Balikpapan,0833759772162,0
2016-05-01,Balikpapan,0833937335082,1
2016-05-26,Bengkulu,0833624557480,0
2016-05-30,Bandung,0833420347720,1
2016-05-03,Medan,0833269443250,0
2016-05-09,Semarang,0833434925135,1
2016-05-05,Bengkulu,0833627314278,0
2016-05-08,Bandung,0833828410014,0
2016-05-14,Bandung,0833043457728,1
2016-05-12,Padang,0833322619811,1
2016-05-21,Semarang,0833689071912,1
2016-05-11,Solo,0833956007250,1
2016-05-13,Bandung,0833325723887,0
2016-05-08,Solo,0833543998164,0
2016-05-14,Medan,0833166512988,0
2016-05-27,Solo,0833305183678,1
2016-05-06,Balikpapan,0833502227675,1
2016-05-05,Jakarta,0833295602390,0
2016-05-16,Solo,0833467470465,1
2016-05-06,Bandung,0833650812649,0
2016-05-28,Bengkulu,0833026858180,1
2016-05-15,Padang,0833656437332,1
2016-05-27,Padang,0833364788177,0
2016-05-19,Medan,0833409046497,1
2016-05-24,Balikpapan,0833790756558,0
2016-05-01,Surabaya,0833166309201,0
2016-05-06,Semarang,0833667171268,0
2016-05-22,Semarang,0833036947688,1
2016-05-16,Balikpapan,0833030474790,1
2016-05-24,Balikpapan,0833382967918,1
2016-05-21,Bengkulu,0833857414283,0
2016-05-12,Padang,0833793456715,0
2016-05-15,Padang,0833698677195,0
2016-05-27,Jakarta,0833934655225,1
2016-05-25,Balikpapan,0833840244733,1
2016-05-15,Semarang,0833077649547,1
2016-05-14,Bengkulu,0833682937448,0
2016-05-07,Padang,0833191756590,0
2016-05-09,Semarang,0833675039656,1
2016-05-28,Surabaya,0833444048976,1
2016-05-23,Bandung,0833366534976,1
2016-05-22,Surabaya,0833691413454,0
2016-05-13,Bandung,0833022995364,0
2016-05-02,Balikpapan,0833325264199,0
2016-05-18,Solo,0833597334285,0
2016-05-19,Jakarta,0833781448767,0
2016-05-27,Jakarta,0833009843000,0
2016-05-09,Semarang,0833371300962,0
2016-05-09,Surabaya,0833349451488,1
2016-05-30,Jakarta,0833184461814,0
2016-05-15,Bandung,0833122201145,1
2016-05-05,Padang,0833715129061,1
2016-05-13,Solo,0833692291186,0
2016-05-09,Semarang,0833118964997,1
2016-05-07,Balikpapan,0833057551448,0
2016-05-28,Semarang,0833383674056,0
2016-05-13,Bandung,0833887412248,0
2016-05-03,Balikpapan,0833002457626,0
2016-05-01,Padang,0833485737392,0
2016-05-11,Jakarta,0833552967322,1
2016-05-08,Jakarta,0833825385073,0
2016-05-24,Balikpapan,0833615615962,0
2016-05-14,Surabaya,0833796793022,1
2016-05-09,Solo,0833442913787,1
2016-05-27,Padang,0833767332410,0
2016-05-27,Balikpapan,0833055080572,1
2016-05-01,Padang,0833785765255,1
2016-05-08,Jakarta,0833303297872,1
2016-05-29,Surabaya,0833392660568,0
2016-05-03,Semarang,0833129706110,1
2016-05-17,Bengkulu,0833994851242,0
2016-05-16,Semarang,0833607609311,1
2016-05-25,Solo,0833892253340,1
2016-05-29,Bengkulu,0833183381339,0
2016-05-08,Medan,0833184054098,1
2016-05-01,Bengkulu,0833078327584,0
2016-05-19,Balikpapan,0833744554581,1
2016-05-09,Surabaya,0833551444010,0
2016-05-02,Surabaya,0833421705105,1
2016-05-27,Padang,0833013780987,0
2016-05-19,Bandung,0833731321136,1
2016-05-04,Semarang,0833454051221,0
2016-05-23,Semarang,0833693758978,0
2016-05-14,Balikpapan,0833292152071,1
2016-05-01,Jakarta,0833847476259,1
2016-05-17,Medan,0833159426680,0
2016-05-10,Bengkulu,0833374390556,0
2016-05-15,Jakarta,0833550901331,0
2016-05-04,Jakarta,0833284852487,1
2016-05-17,Solo,0833093929259,0
2016-05-09,Semarang,0833716822531,1
2016-05-20,Balikpapan,0833321907435,1
2016-05-20,Jakarta,0833040663725,1
2016-05-17,Medan,0833045560984,0
2016-05-19,Surabaya,0833664527444,1
2016-05-02,Semarang,0833307786076,0
2016-05-14,Surabaya,0833863190283,0
2016-05-10,Medan,0833269771119,0
2016-05-28,Bandung,0833890398034,1
2016-05-05,Jakarta,0833052504567,1
2016-05-01,Semarang,0833367570899,1
2016-05-19,Medan,0833629906959,1
2016-05-23,Balikpapan,0833408821494,0
2016-05-05,Solo,0833489268050,1
2016-05-29,Solo,0833611650044,1
2016-05-21,Semarang,0833540079031,0
2016-05-28,Surabaya,0833936780383,0
2016-05-04,Bengkulu,0833578604462,0
2016-05-30,Balikpapan,0833397175665,1
2016-05-07,Bengkulu,0833068759886,0
2016-05-13,Medan,0833725609666,1
2016-05-14,Jakarta,0833936928279,1
2016-05-09,Bengkulu,0833837033620,0
2016-05-19,Jakarta,0833012842407,1
2016-05-12,Medan,0833793114859,1
2016-05-08,Medan,0833669751285,1
2016-05-30,Surabaya,0833662492462,1
2016-05-14,Balikpapan,0833533769923,1
2016-05-13,Semarang,0833860794030,0
2016-05-01,Balikpapan,0833295817525,0
2016-05-03,Bengkulu,0833185311169,1
2016-05-11,Jakarta,0833872879670,0
2016-05-16,Bandung,0833777227171,1
2016-05-03,Surabaya,0833113993335,1
2016-05-10,Semarang,0833865458130,0
2016-05-11,Solo,0833357331979,1
2016-05-22,Medan,0833243614212,1
2016-05-27,Balikpapan,0833762418346,0
2016-05-20,Bengkulu,0833992979963,1
2016-05-19,Surabaya,0833231403551,0
2016-05-14,Surabaya,0833945560315,1
2016-05-24,Solo,0833004424452,0
2016-05-12,Bandung,0833536976959,1
2016-05-05,Padang,0833208499430,0
2016-05-07,Padang,0833707688913,0
2016-05-21,Jakarta,0833542937509,1
2016-05-09,Jakarta,0833753208435,0
2016-05-05,Semarang,0833292324877,0
2016-05-10,Bengkulu,0833978384087,0
2016-05-07,Balikpapan,0833670040832,0
2016-05-05,Jakarta,0833660772464,1
2016-05-02,Semarang,0833868538318,0
2016-05-03,Balikpapan,0833253829999,1
2016-05-19,Solo,0833446619000,1
2016-05-21,Balikpapan,0833659285168,0
